example,stage,Grf,Dadv,context,degree,abstract,compositionality
这场面安排得如此有声有色，逼真生动，给人以历史感，导演确是下了一番功夫的,4,1,0,0,1,1,2
这场面安排得如此有声有色，逼真生动，给人以历史感，导演确是下了一番功夫的,4,1,0,0,1,1,2
任光的音乐作品，绝大多数（包括他最有影响的代表作）都是３０年代的产物,4,1,1,0,2,1,2
由于萨弗隆诺夫的学说系统地阐述了太阳系的起源问题，因而成为当前世界上有影响的学说之一,4,1,0,0,2,1,2
研究各种心身疾病的生理始基，不但可以了解各种疾病的发病机制，同时，也可为这些疾病的预防提供重要依据，所以，是非常有意义的工作,4,1,1,0,2,1,2
但他有脑子，特别器重他敢做敢当，有组织力号召力,4,0,0,0,1,2,2
我们矿需要有文化有技术的人,4,1,0,1,2,1,2
我们矿需要有文化有技术的人,4,1,0,1,2,1,2
这个课题研究起来，多有意义呀！,4,0,1,0,2,1,2
我们经常发现一些下属对领导者有意见，上下级关系十分紧张,4,0,0,1,2,1,2
有些下属平时对领导者有看法，见面时有怒目相视的行为,4,0,0,1,2,1,2
我知道他是有经验的，而且，熊胡子也招呼过准备搬动，我和气地说,4,1,0,1,2,1,2
小金他也是有经验的，一听了我的话，马上动手，安闲似地说,4,1,0,0,2,1,2
这种争执是很有意思的，因为结果总是两个人一齐下手,4,1,0,0,2,1,2
有不少有学问有道德的人，他们同情于中国民族的解放运动，反对帝国主义对中国的压迫和侵略,4,1,0,0,2,1,2
有不少有学问有道德的人，他们同情于中国民族的解放运动，反对帝国主义对中国的压迫和侵略,4,1,0,0,2,1,2
康明斯却认为，一部杂乱的手稿，经编辑妙手梳理而顺理成章，蔚为壮观，实在是人世间最有意义的工作之一,4,1,1,0,2,1,2
"以后又陆续取得了不少有意义的观测结果，特别是""宇宙基底Ｘ射线辐射""的发现，被认为是六十年代天文学重大成就之一",4,1,0,0,2,1,2
"悟空哈哈大笑，说道：""真有意思，今天不虚此行，既开了眼界，又长了知识",4,0,1,1,2,1,2
你很有钱，也有名，怎么尽干些骗人的勾当呢,4,0,1,1,2,1,2
马良觉得小石头很有学问，一定会知道,4,0,1,1,2,1,2
由于面子窄，必须接袖口，而且抬裉做的很瘦，再加上算盘疙瘩似的扣子，很有味道,4,0,1,0,2,1,2
老靳理了理被冲乱了的思绪，又接着说了下去，“老实说，我对婚姻法就有意见,4,0,0,1,2,1,1
这不象身边那个有血有肉的人讲的,4,1,0,0,1,2,2
这不象身边那个有血有肉的人讲的,4,1,0,0,1,2,2
就这么几个有脑袋的来学歌，一支歌一堂课，你懂不懂,4,1,0,0,1,2,2
闹市、小巷，一个灯笼，一方小桌，坐着一位样子很有知识的先生，待人前来算命的,4,1,1,0,2,1,2
就有现在这样的认识，也许那出戏会更有声有色一些,4,1,1,0,1,1,1
就有现在这样的认识，也许那出戏会更有声有色一些,4,1,1,0,1,1,2
我看他有模有样，长得富态，一脸的福相，说话也有知识、有礼貌,4,0,0,1,2,1,2
我挺喜欢集邮，觉得特别有意思,4,1,1,1,2,1,2
他是个有意思的人,4,1,0,0,2,1,2
真有意思，我和郭辉的关系结束了，郝丽萍却和常鸣开始了,4,0,1,1,2,1,2
但他们的论文和发言都是比较有思想、有见解的,4,1,1,0,2,1,2
但他们的论文和发言都是比较有思想、有见解的,4,1,1,0,1,1,2
虽然持这种处世哲学的人不多，却也颇有些市场,4,0,1,0,1,1,2
有条件的单位可进行脑电波研究，找出有科研价值的脑电波型是非常有意义的事情,4,1,1,0,2,1,2
这些年，全国各级宣传部门、共青团组织和军队各级政治机关，在倡导和组织学雷锋方面，做了大量工作，是有成绩的,4,1,0,0,2,1,2
人民民主专政国家对经济的管理，是有成绩的,4,1,0,0,2,1,2
好一个有水平的县委书记呀,4,1,0,1,2,1,2
"马太依""国际奖是由意大利阿吉普公司每年颁发的一项在世界上较有影响的国际奖。1987",4,1,1,0,2,1,2
在开展向雷锋学习二十四周年的时候，召开这次座谈会很有意义,4,0,1,0,2,1,2
对于研究矛盾转化过程本身是否属于同一性范畴这个问题有意义的，只是旧的对立统一的瓦解，而不是新的对立统一的建立,4,1,0,0,2,1,2
我们萍水相逢，一见如故，你是个会计师，有见地，有经验，有能力,4,0,0,1,1,1,2
我们萍水相逢，一见如故，你是个会计师，有见地，有经验，有能力,4,0,0,1,2,1,2
我们萍水相逢，一见如故，你是个会计师，有见地，有经验，有能力,4,0,0,1,2,1,2
与此相比更有意义的大概是一些科学家自己开始建立新的工业,4,1,1,0,2,1,2
它是在著名的有经验的手工艺者之间代代相传的传统知识,4,1,0,0,2,1,2
从语音、意象、象征等层次来分析《秋兴》，也可对其作出许多有意义的阐发,4,1,0,0,2,1,2
不同时代、不同民族的作家、作品可以写类似的主题，从这一角度进行平行研究是很有意义的,4,1,1,0,2,1,2
蓝苹对这个名字非常满意，既好听又有意义,4,0,0,0,2,1,2
也没有带着这个具体的问题去向有经验的教师求救,4,1,0,0,2,1,2
我素来承认你是有水平的人,4,1,0,1,2,1,2
有经验的读者或观众在读完一个剧本或看完一出戏之后,4,1,0,0,2,1,2
祭火、拜火的萨满仪式远比敬火的日常习俗更富有意义,4,0,1,0,2,1,2
有这么一大批有威望、有影响、有号召力的老干部，能对眼前这样的现实袖手旁观吗,4,1,0,0,2,1,2
有的下棋机实在高明，能战胜很有水平的棋手,4,1,1,0,2,1,2
"科尔沁蒙古""勃额""的神帽上还有的装饰过雉尾等鸟羽，这种神帽饰物对了解萨满的古代形态很有意义",4,0,1,0,2,1,2
列宁批评了１９世纪末２０世纪初广有影响的物理学唯心主义思潮,4,1,1,0,2,1,2
这是一种出现较晚的意义理论，目前在英美语言哲学中颇有影响,4,0,1,0,2,1,2
概括说来，洛克、休谟等人从心理主义立场提出的这种观念论，尽管在上一世纪一度颇有影响,4,0,1,0,2,1,2
因此，这里专门来介绍一下几何学公理化的主要内容是很有意义的,4,1,1,0,2,1,2
十八世纪中叶瑞典的工矿业比欧洲发达，对分析化学提出较多的要求，因此瑞典在分析化学方面有不少有意义的工作,4,1,0,0,2,1,2
一向都是慢吞吞的，显出他是一个极有身份的人,4,1,1,0,2,1,2
是一个有血有肉的活生生的人，一个有七情六欲的男子汉,4,1,0,0,1,2,2
是一个有血有肉的活生生的人，一个有七情六欲的男子汉,4,1,0,0,1,2,2
我国常见的有影响的童话舞蹈，多根据国内外著名的童话文学作品加以改编,4,1,0,0,2,1,2
则使以感情为形象性的舞蹈艺术形象更为丰满，达到有声有色的艺术境界,4,1,0,0,1,1,2
则使以感情为形象性的舞蹈艺术形象更为丰满，达到有声有色的艺术境界,4,1,0,0,1,1,2
如何在保持民族特色和民族气派的基础上，有所创新和发展，形成新的喜闻乐见的特点，是很有意思的,4,1,1,0,2,1,2
戏曲要做到听得清，看得懂，让他们欣赏起来觉得有味儿,4,1,0,1,2,1,2
进行全方位的观察和多侧面的解剖，力求展现一个个有血有肉的复杂的人,4,1,0,1,1,2,2
进行全方位的观察和多侧面的解剖，力求展现一个个有血有肉的复杂的人,4,1,0,0,1,2,2
一个有钱的寡妇，过去她请我帮她裁过衣裳,4,1,0,0,2,1,2
"咱班同学最近变化挺大的，何小桃……可真有意思--""郑轩低着头在笑",4,0,1,1,2,1,2
因此有经验的美育工作者非常重视受教育者的艺术美的创造实践,4,1,0,0,2,1,2
在平凡中见到伟大，使人物有血有肉，有思想，有个性,4,0,0,0,1,2,2
在平凡中见到伟大，使人物有血有肉，有思想，有个性,4,0,0,0,1,2,2
在平凡中见到伟大，使人物有血有肉，有思想，有个性,4,0,0,0,2,1,2
在平凡中见到伟大，使人物有血有肉，有思想，有个性,4,0,0,0,1,1,2
写过一本很有影响的书：《音乐美学若干问题》,4,1,1,0,2,1,2
罗尔斯（１９２１-）是战后西方世界最有影响的哲学家之一,4,1,1,0,2,1,2
诺钖克在《无政府、国家和乌托邦》这部在哲学界、政治学界和法学界颇有影响的著作中,4,1,1,0,2,1,2
在金文研究上最有成绩的学者,4,1,1,0,2,1,2
这一发现应当说，是中国文学现实主义历史上一件极为有意义的大事。,4,1,1,0,2,1,2
批判的传播学已形成若干有影响的学派，出现了一大批有影响的学者。,4,1,0,0,2,1,2
译出了大量很有水平的佛典,4,1,1,0,2,1,2
有眼光的参根，发现红孩儿只要悄悄地跟在其后面,4,1,0,0,2,1,2
中世纪基督教使卑微的劳动者的生活富有意义,4,0,0,0,2,1,2
还是王+A1317:A1342天木有经验，想了一会，便起身出去,4,0,0,0,2,1,2
当代最有影响，作品宏富的中国思想史研究家侯外庐.,4,1,1,0,2,1,2
美国一家很有影响的周刊前不久撰文评论说,4,1,1,0,2,1,2
你站在外边听听都觉着有劲儿、有味儿,4,1,0,1,1,1,1
你站在外边听听都觉着有劲儿、有味儿,4,1,0,1,2,1,2
阿基米德对几何学的圆柱体、球体、锥体很有研究,4,0,1,0,2,1,2
一些对青少年有影响的武侠小说、旧小说、性知识读物、描写犯罪内容的法制小说、外国翻译小说以及港、澳、台文学作品要规定专门的出版社出版，�,4,0,0,0,2,1,2
古希腊力学最有影响的代表人物是阿基米德，被称为“力学之父”,4,1,1,0,2,1,2
最有意义的是地球同步静止轨道通信卫星的发射,4,1,1,0,2,1,2
在头脑里从整体上形成一幅较完善的自然科学发展的辩证图景，这对树立辩证唯物主义自然科学观是有意义的,4,1,0,0,2,1,2
"一个到过坦桑尼亚的同志，举的两个例子很有意思：""咱们中国人讲人家胆子小好说'连树叶掉下来也怕砸坏了脑袋'",4,0,1,0,2,1,2
最有意思的是，如果停止频发刺激，数分钟后，突触就变成易化状态，而对后来的刺激则增强了传递效率,4,1,1,0,2,1,2
"爷爷很有经验地品评着，""你瞧，它的树干长得多么直，凡是长在树林里的树",4,1,1,0,2,1,2
由于受到革命精神的鼓舞，一个星期后，屡遭挫折的军队就在特伦顿打了一个很需要、很有意义的胜仗,4,1,1,0,2,1,2
在任何地方它们在社会历史上都是有意义的（典型的）,4,1,0,0,2,1,2
小蒋，你活学活用很有成绩，应该大力表彰嘛,4,0,1,1,2,1,2
小蒋，你抓思想政治工作很有成绩嘛,4,0,1,1,2,1,2
职工对物价不断上涨，实际工资不断下降，很有意见。,4,1,1,0,2,1,2
五台山水草很好，发展畜牧业很有条件,4,0,1,0,2,1,2
从大学生的基本现状来看，他们中的大多数有理想，有纪律，刻苦学习，奋发成才,4,0,0,0,2,1,2
"真有意思，""王院长打趣说，""今天请我吃起素斋来了",4,0,1,1,2,1,2
这后一方面对了解某一时代的思想更有意义,4,0,1,0,2,1,2
新四军的战绩在全国是有影响的,4,1,0,0,2,1,2
他先是对我直摇头，后来就有滋有味地吃起来了,4,1,0,1,2,1,2
海明威是２０世纪西方最有影响的文学家之一,4,1,1,0,2,1,2
这种关于一神教的宣传有助于打破狭隘的氏族界限，促进统一，但是遭到有钱有势的麦加贵族的反对,4,1,0,0,2,1,2
要结合知识的传授有机地进行，实事求是，使思想政治教育有血有肉，防止生拉硬扯,4,1,0,0,1,2,2
要结合知识的传授有机地进行，实事求是，使思想政治教育有血有肉，防止生拉硬扯,4,1,0,0,1,2,2
然而，这类岩性地层的划分，对于洋底地质研究很有意义,4,0,1,0,2,1,2
对人的生存和发展最有意义的，是人的实践和认识的触角所能及的自然界,4,0,1,0,2,1,2
毛主席的伟大不限于形体的大小，但这种感受很有意思。,4,0,1,0,2,1,2
有人对此有意见，说干工作哪能挑三拣四,4,0,0,0,2,1,1
《党的建设小百科》在当前出版很有意义,4,0,1,0,2,1,2
粟医师的这一个心理治疗方法是很有意义的,4,1,1,0,2,1,2
比较有影响的是我国已故著名口琴音乐开拓者王庆勋的胞弟王庆基在台北的中华口琴会,4,1,1,0,2,1,2
送给他们一些有益于生活、学习、开发智力的礼物，不是比给压岁钱更有意义吗,4,0,1,0,2,1,2
其中伞股钢丝、镀锌铁丝、幅条钢丝、黄铜丝等一些很有声誉的产品还打入了国际市场，首季出口创汇额达１７０万美元，比去年同期增长２９．７７�,4,1,1,0,2,1,2
当然是有意义的。,4,1,0,0,2,1,2
此外较有影响的还有欧洲古典美学的集大成者黑格尔的悲剧分类,4,1,1,0,2,1,2
在这里混见识，我总觉得这里比教室混得有意思，更好玩的,4,0,0,1,2,1,2
人们认为人生最有意义的工作是增进社会福利,4,1,1,1,2,1,2
许多实验结果证明，被试越是认为自己有知识、有能力，就越不容易屈服于群体的压力,4,0,0,1,2,1,2
许多实验结果证明，被试越是认为自己有知识、有能力，就越不容易屈服于群体的压力,4,0,0,1,2,1,2
中产阶级中的舆论领袖或富有影响力的人物在看到这些报道后便追随试穿这种衣服,4,1,0,0,2,1,2
"我们从邦格假说中吸收的最为有意义的思想是，在精神与脑状态之间有""同一物""存在",4,1,1,1,2,1,2
在新出版的报纸当中，以《亚东新报》为最有影响,4,1,1,0,2,1,2
许多抗日的报刊便首先在这里诞生，其中最有影响的是《救亡日报》和《抗战》三日刊,4,1,1,0,2,1,2
只有懂得修辞知识，才能发现文章的修辞所在，体会作者的匠心之处，从而才能有血有肉地把文章的好处讲深讲透,4,1,0,0,1,2,2
只有懂得修辞知识，才能发现文章的修辞所在，体会作者的匠心之处，从而才能有血有肉地把文章的好处讲深讲透,4,1,0,0,1,2,2
研究这一特点，无论在古代或今天，都颇有意义,4,0,1,0,2,1,2
有意思的是，围绕《奈达斯的维纳斯》这座裸女雕像，还有另一场风波,4,1,0,0,2,1,2
你爷爷那两句话真有意思,4,0,1,1,2,1,2
"你知道俺们的碰面才有趣哩，""牛全德提高声音说，""有意思极了",4,0,1,1,2,1,2
他从来没想到人世上还有更有意思的生活在等他去经历,4,1,1,0,2,1,2
两家都很有钱，一家是本地的烧锅掌柜的，一家是白旗屯的大窝堡,4,0,1,0,2,1,2
"有意思的是""可听""与""可见""这两种不同形态的艺术之间不是相互排斥，而是相互吸引，相互补充的",4,1,0,0,2,1,2
我市有着光荣的革命传统，党在领导全市人民近７０年的斗争和建设中，积累了许多很有特点的正反两方面的经验，对全国产生过比较大的影响,4,1,1,0,2,1,2
